Fixation Duration_mean,Fixation Duration_std,Fixation Duration_median,Fixation Duration_max,Fixation Duration_min,Fixation X_mean,Fixation X_std,Fixation X_median,Fixation X_max,Fixation X_min,Fixation Y_mean,Fixation Y_std,Fixation Y_median,Fixation Y_max,Fixation Y_min,participant_id
1.0346612324877669,1.0414318603968409,1.0365237801635643,1.5094738817522901,-0.3323048985146778,-0.13970250593149552,0.2946984183561757,-0.2867951186993229,0.34060032616465497,-0.017471593941218295,0.08002816292871882,0.48285655891050794,-0.028959902246997526,0.10350746934831723,-0.16516305781087476,1
0.8879267605723552,0.7651533525777161,0.6263816351778094,0.4524271360934362,-0.13529840914383837,-0.4818847933825265,0.5324652619042131,-0.7254241328872156,0.28374823836300833,-0.7403232362103521,-0.5991607307941252,-0.07328782411093208,-0.47398120198018917,0.0994087516657836,-0.17333405599069723,2
0.9370023874366469,0.22360701689568915,1.3140210867897366,0.4517791469910588,-0.05304377785182874,0.6145044713940746,0.5035296259548475,1.4797253046705692,0.4324455780035146,-0.3468284220683609,-0.11374466498571831,0.7035579069326193,-0.253754803204162,0.2639477408231074,-0.08207462078401372,3
-0.7074373858281876,-0.3141256307566482,-0.8884621604155244,-0.3669696958107432,-0.259657238206353,-0.4693226445204407,0.18035347035145075,-0.6519564682701098,0.019990283464752807,-0.160202600894073,-1.0698363392952335,-0.0982333829961344,-0.8872914205698664,-0.2084379293153552,-0.4070999692577537,4
0.8237144260223394,0.5704641829827377,0.7627452173203886,0.9976088086627796,-0.05519407458908988,-0.5018387126836525,0.3485966313814243,-0.7833892604822895,0.42362002518318553,-0.25612533076576155,-0.3786242932456109,0.5739077722464871,-0.49552635233834963,0.05597849681314804,-0.7752409251820843,5
-0.6540203801094325,-0.22226684740440109,-0.8904029495724141,-0.6655029480320961,-0.17410779736669174,-1.1464699032026067,-0.1041838257369504,-1.0182653544432172,-0.17135636175490976,0.04482421679622823,-0.15825594990533634,-0.06325731818551875,0.04002875478111011,0.42377278895407383,0.0374397878067156,6
0.08296797088705711,0.7139382859737897,-0.33951970141553617,1.1427981344152156,-0.19110207818202293,0.11311587379811648,0.5912496432074703,-0.12739597155142413,0.5197498490166329,-0.5620533232984839,0.19517949917520422,0.511777003993423,0.026134088590161277,0.43606894200157065,0.22304913922507844,7
-0.2141891319008372,0.22060931766382222,-0.20138147092696745,0.5369065209843542,-0.10117111867013999,-0.6341592528397134,-0.4833976330402158,-0.655146101790294,-0.10222181773470268,0.24342377558125305,-0.22048444623409985,0.3343037735446241,-0.2841722592435402,0.08389015850924486,-0.6243503128452262,8
0.7579670389359894,-0.3098037284151604,1.4514864883338934,-0.46082248028750095,-0.14130999148955867,-0.20658638529738593,-0.1118642289837768,-0.3113162679931893,0.35246138012651473,-0.18450466813379843,-0.3178725364928547,0.09728623896759771,-0.3129788219724099,0.41728800235700747,-0.22931231816677,9
0.19135494312433016,-0.2562567454592678,0.48637866008162434,-0.22207593415809063,-0.04556398217416507,-0.3841032279462784,0.33201130812676366,-0.6574141264618322,0.2280462279022508,-0.2775997521798339,0.12845069015903818,0.7329596507938173,0.0044437855196210185,0.4652480402971883,0.05288179070042834,10
